,admin_level,centroid_lat,centroid_lon,children_total,date,demography_type,female_04,female_1217,female_1859,female_511,female_60,female_hhs,female_total,geomaster_id,geomaster_name,households,individuals,individuals_type,lat_max,lat_min,lon_max,lon_min,male_04,male_1217,male_1859,male_511,male_60,male_hhs,male_total,month,population_group_id,population_groups,population_groups_concat,source,uac_total,year
0,Country,0.537253,37.8802,72029,2018-10-31,1,7934,10126,20816,14074,985,15789,53935,178,Kenya,25412,114391,2,5.310256993246,-4.8009452089826,42.4192625,33.5608640625,8301,15261,20195,16333,366,9623,60456,10,4949,"[{'id': '4949', 'name': 'Registered refugees from South Sudan  (refugee camps/centers, UNHCR)', 'pop_accommodation_code': 'C', 'pop_accommodation_name': 'Refugee Camps/Centers', 'pop_data_type_code': 'REG', 'pop_data_type_name': 'Registered', 'pop_type_code': 'REF', 'pop_type_name': 'Refugees', 'pop_frequency_name': 'Daily', 'pop_frequency_code': 'D', 'pop_frequency_cumulative': 'cumulative', 'pop_frequency_cumulative_code': 'C', 'pop_origin_name': 'South Sudan', 'pop_origin_code': 'SSD'}]","Registered refugees from South Sudan  (refugee camps/centers, UNHCR)",UNHCR,62,2018
